Bi2Zr2O7,Bi2Zr2O7,Bi2Zr2O7,CsTaTeO6,CsTaTeO6,CsTaTeO6
2.17926,0.35742,-0.26773,2.17926,2.27229,2.81637
2.1831,0.35982,-0.25636,2.1831,2.27706,2.82599
2.18695,0.36393,-0.24494,2.18695,2.28108,2.83565
2.19081,0.3685,-0.23349,2.19081,2.28439,2.84534
2.19469,0.37242,-0.22199,2.19469,2.2868,2.85507
2.19858,0.37555,-0.21045,2.19858,2.29147,2.86483
2.20249,0.38069,-0.19888,2.20249,2.29656,2.87463
2.20641,0.38474,-0.18726,2.20641,2.29916,2.88446
2.21034,0.38899,-0.17559,2.21034,2.30315,2.89432
2.21429,0.39295,-0.16389,2.21429,2.30643,2.90422
2.21825,0.3962,-0.15215,2.21825,2.30857,2.91416
2.22222,0.40213,-0.14036,2.22222,2.31486,2.92413
2.22621,0.40573,-0.12853,2.22621,2.31774,2.93414
2.23022,0.41045,-0.11666,2.23022,2.32229,2.94418
2.23423,0.41513,-0.10475,2.23423,2.32634,2.95426
2.23827,0.4201,-0.09279,2.23827,2.33027,2.96438
2.24231,0.42398,-0.08079,2.24231,2.33366,2.97453
2.24638,0.4298,-0.06874,2.24638,2.33829,2.98472
2.25045,0.43415,-0.05666,2.25045,2.34036,2.99495
2.25455,0.43905,-0.04453,2.25455,2.34355,3.00521
2.25865,0.4454,-0.03235,2.25865,2.34863,3.01551
2.26277,0.45015,-0.02013,2.26277,2.35211,3.02585
2.26691,0.45477,-0.00786,2.26691,2.35573,3.03623
2.27106,0.46027,0.00445,2.27106,2.36153,3.04664
2.27523,0.4656,0.0168,2.27523,2.36344,3.0571
2.27941,0.47203,0.0292,2.27941,2.36727,3.06759
2.28361,0.47735,0.04165,2.28361,2.37237,3.07812
2.28782,0.48289,0.05414,2.28782,2.37468,3.08869
2.29205,0.48879,0.06668,2.29205,2.37915,3.09929
2.2963,0.49496,0.07926,2.2963,2.38394,3.10994
2.30056,0.50132,0.09189,2.30056,2.38657,3.12063
2.30483,0.50713,0.10457,2.30483,2.38931,3.13135
2.30912,0.51309,0.1173,2.30912,2.39263,3.14212
2.31343,0.51969,0.13007,2.31343,2.39826,3.15293
2.31776,0.526,0.14289,2.31776,2.40011,3.16377
2.3221,0.53249,0.15576,2.3221,2.40464,3.17466
2.32645,0.53864,0.16868,2.32645,2.40856,3.18559
2.33083,0.54479,0.18164,2.33083,2.41175,3.19656
2.33522,0.55276,0.19466,2.33522,2.41567,3.20757
2.33962,0.55942,0.20772,2.33962,2.42149,3.21862
2.34405,0.56626,0.22083,2.34405,2.4227,3.22972
2.34848,0.57356,0.234,2.34848,2.42754,3.24085
2.35294,0.58079,0.24721,2.35294,2.43107,3.25203
2.35741,0.58803,0.26047,2.35741,2.43421,3.26325
2.3619,0.59599,0.27379,2.3619,2.43747,3.27452
2.36641,0.60386,0.28715,2.36641,2.44297,3.28582
2.37094,0.61108,0.30056,2.37094,2.4488,3.29717
2.37548,0.61794,0.31403,2.37548,2.45042,3.30857
2.38004,0.62692,0.32755,2.38004,2.45425,3.32
2.38462,0.63426,0.34112,2.38462,2.45728,3.33148
2.38921,0.64294,0.35474,2.38921,2.46321,3.34301
2.39382,0.65043,0.36842,2.39382,2.4659,3.35458
2.39845,0.65899,0.38215,2.39845,2.46833,3.36619
2.4031,0.66699,0.39593,2.4031,2.47354,3.37785
2.40777,0.6758,0.40976,2.40777,2.47661,3.38956
2.41245,0.68366,0.42365,2.41245,2.48026,3.40131
2.41715,0.69213,0.43759,2.41715,2.48347,3.41311
2.42188,0.70155,0.45159,2.42188,2.48714,3.42495
2.42661,0.70958,0.46564,2.42661,2.49274,3.43684
2.43137,0.71771,0.47975,2.43137,2.49686,3.44877
2.43615,0.72666,0.49391,2.43615,2.49854,3.46075
2.44094,0.73576,0.50813,2.44094,2.50274,3.47278
2.44576,0.74459,0.52241,2.44576,2.50716,3.48486
2.45059,0.75399,0.53674,2.45059,2.51034,3.49699
2.45545,0.76393,0.55113,2.45545,2.51546,3.50916
2.46032,0.77169,0.56557,2.46032,2.51844,3.52138
2.46521,0.78125,0.58007,2.46521,2.52137,3.53365
2.47012,0.79065,0.59463,2.47012,2.52584,3.54597
2.47505,0.80026,0.60925,2.47505,2.53085,3.55833
2.48,0.81027,0.62393,2.48,2.53462,3.57075
2.48497,0.81951,0.63866,2.48497,2.53764,3.58322
2.48996,0.82956,0.65346,2.48996,2.541,3.59573
2.49497,0.83898,0.66831,2.49497,2.54494,3.6083
2.5,0.84916,0.68323,2.5,2.54952,3.62092
2.50505,0.8592,0.6982,2.50505,2.55467,3.63359
2.51012,0.86983,0.71323,2.51012,2.55649,3.64631
2.51521,0.8804,0.72833,2.51521,2.56034,3.65908
2.52033,0.88988,0.74349,2.52033,2.56393,3.6719
2.52546,0.90081,0.75871,2.52546,2.56821,3.68478
2.53061,0.9121,0.77399,2.53061,2.57185,3.69771
2.53579,0.9229,0.78933,2.53579,2.57685,3.71069
2.54098,0.93351,0.80474,2.54098,2.58007,3.72372
2.5462,0.94354,0.82021,2.5462,2.58443,3.73681
2.55144,0.95481,0.83574,2.55144,2.58608,3.74995
2.5567,0.96568,0.85134,2.5567,2.59086,3.76315
2.56198,0.97746,0.867,2.56198,2.59557,3.7764
2.56729,0.98921,0.88273,2.56729,2.5988,3.78971
2.57261,0.99997,0.89852,2.57261,2.60312,3.80307
2.57796,1.01307,0.91438,2.57796,2.60682,3.81648
2.58333,1.02441,0.9303,2.58333,2.61276,3.82996
2.58873,1.0363,0.94629,2.58873,2.61367,3.84349
2.59414,1.04874,0.96235,2.59414,2.61611,3.85707
2.59958,1.06184,0.97847,2.59958,2.62216,3.87071
2.60504,1.07325,0.99467,2.60504,2.6256,3.88441
2.61053,1.08673,1.01093,2.61053,2.63002,3.89817
2.61603,1.09822,1.02725,2.61603,2.63421,3.91198
2.62156,1.11143,1.04365,2.62156,2.63748,3.92586
2.62712,1.12528,1.06012,2.62712,2.64102,3.93979
2.6327,1.13739,1.07666,2.6327,2.64301,3.95378
2.6383,1.15213,1.09327,2.6383,2.64929,3.96783
2.64392,1.16552,1.10994,2.64392,2.65202,3.98194
2.64957,1.17801,1.12669,2.64957,2.65677,3.99611
2.65525,1.19215,1.14352,2.65525,2.66061,4.01035
2.66094,1.20802,1.16041,2.66094,2.66438,4.02464
2.66667,1.22054,1.17738,2.66667,2.66638,4.03899
2.67241,1.23466,1.19442,2.67241,2.67033,4.05341
2.67819,1.25041,1.21153,2.67819,2.67678,4.06789
2.68398,1.26435,1.22872,2.68398,2.67889,4.08243
2.6898,1.27811,1.24598,2.6898,2.68202,4.09703
2.69565,1.29517,1.26332,2.69565,2.68746,4.1117
2.70153,1.30926,1.28073,2.70153,2.69208,4.12643
2.70742,1.32314,1.29822,2.70742,2.69499,4.14123
2.71335,1.33861,1.31578,2.71335,2.69716,4.15609
2.7193,1.35436,1.33342,2.7193,2.70196,4.17102
2.72527,1.371,1.35114,2.72527,2.706,4.18601
2.73128,1.38578,1.36894,2.73128,2.70989,4.20107
2.73731,1.40139,1.38682,2.73731,2.71191,4.21619
2.74336,1.41712,1.40477,2.74336,2.71756,4.23138
2.74945,1.43418,1.42281,2.74945,2.72359,4.24664
2.75556,1.44989,1.44092,2.75556,2.72557,4.26197
2.76169,1.46568,1.45912,2.76169,2.72847,4.27736
2.76786,1.48181,1.4774,2.76786,2.73114,4.29282
2.77405,1.50003,1.49576,2.77405,2.73608,4.30836
2.78027,1.51628,1.5142,2.78027,2.74249,4.32396
2.78652,1.53351,1.53272,2.78652,2.74118,4.33963
2.79279,1.55071,1.55133,2.79279,2.7485,4.35537
2.7991,1.56601,1.57002,2.7991,2.75146,4.37119
2.80543,1.58479,1.5888,2.80543,2.7554,4.38707
2.81179,1.603,1.60766,2.81179,2.75995,4.40303
2.81818,1.61994,1.62661,2.81818,2.76584,4.41906
2.8246,1.63591,1.64564,2.8246,2.76546,4.43516
2.83105,1.65776,1.66476,2.83105,2.77229,4.45134
2.83753,1.67455,1.68397,2.83753,2.77448,4.46759
2.84404,1.69411,1.70326,2.84404,2.77899,4.48392
2.85057,1.71148,1.72265,2.85057,2.78255,4.50032
2.85714,1.7316,1.74212,2.85714,2.7886,4.51679
2.86374,1.74887,1.76169,2.86374,2.78969,4.53334
2.87037,1.77043,1.78134,2.87037,2.79396,4.54997
2.87703,1.78854,1.80109,2.87703,2.79885,4.56668
2.88372,1.8102,1.82092,2.88372,2.80113,4.58346
2.89044,1.83145,1.84085,2.89044,2.80688,4.60032
2.8972,1.84875,1.86088,2.8972,2.80972,4.61726
2.90398,1.8692,1.88099,2.90398,2.81238,4.63428
2.9108,1.89048,1.9012,2.9108,2.81505,4.65138
2.91765,1.91072,1.92151,2.91765,2.82096,4.66856
2.92453,1.93258,1.94191,2.92453,2.82404,4.68582
2.93144,1.95348,1.96241,2.93144,2.83019,4.70317
2.93839,1.97596,1.98301,2.93839,2.83183,4.72059
2.94537,1.99521,2.0037,2.94537,2.83611,4.7381
2.95238,2.01795,2.02449,2.95238,2.84225,4.75569
2.95943,2.04132,2.04539,2.95943,2.84316,4.77337
2.96651,2.06288,2.06638,2.96651,2.84811,4.79113
2.97362,2.08596,2.08747,2.97362,2.85178,4.80897
2.98077,2.10789,2.10866,2.98077,2.85812,4.8269
2.98795,2.12812,2.12996,2.98795,2.86099,4.84492
2.99517,2.15233,2.15136,2.99517,2.86349,4.86302
3.00242,2.17561,2.17286,3.00242,2.86991,4.88121
3.00971,2.20019,2.19447,3.00971,2.87788,4.89949
3.01703,2.22112,2.21618,3.01703,2.87626,4.91786
3.02439,2.24206,2.23799,3.02439,2.87889,4.93632
3.03178,2.26833,2.25992,3.03178,2.8865,4.95487
3.03922,2.28879,2.28195,3.03922,2.88738,4.97351
3.04668,2.3126,2.30409,3.04668,2.88843,4.99224
3.05419,2.33536,2.32634,3.05419,2.90004,5.01107
3.06173,2.35879,2.3487,3.06173,2.8991,5.02998
3.06931,2.38265,2.37117,3.06931,2.90579,5.04899
3.07692,2.40755,2.39375,3.07692,2.91212,5.0681
3.08458,2.43138,2.41644,3.08458,2.91607,5.0873
3.09227,2.45429,2.43925,3.09227,2.91949,5.10659
3.1,2.47603,2.46217,3.1,2.92483,5.12598
3.10777,2.49824,2.48521,3.10777,2.92975,5.14547
3.11558,2.52048,2.50836,3.11558,2.92997,5.16506
3.12343,2.54516,2.53163,3.12343,2.93473,5.18475
3.13131,2.56373,2.55501,3.13131,2.94538,5.20453
3.13924,2.59331,2.57852,3.13924,2.94585,5.22442
3.14721,2.61502,2.60214,3.14721,2.95181,5.2444
3.15522,2.6342,2.62588,3.15522,2.95626,5.26449
3.16327,2.65673,2.64975,3.16327,2.95598,5.28468
3.17136,2.67827,2.67373,3.17136,2.96066,5.30497
3.17949,2.69955,2.69784,3.17949,2.97252,5.32537
3.18766,2.71896,2.72208,3.18766,2.96931,5.34588
3.19588,2.7384,2.74644,3.19588,2.98263,5.36648
3.20413,2.7607,2.77092,3.20413,2.98464,5.3872
3.21244,2.78511,2.79553,3.21244,2.98542,5.40802
3.22078,2.80193,2.82027,3.22078,2.99315,5.42895
3.22917,2.8263,2.84514,3.22917,3.00298,5.44999
3.2376,2.84005,2.87014,3.2376,3.00637,5.47114
3.24607,2.86032,2.89527,3.24607,3.00834,5.4924
3.25459,2.88113,2.92053,3.25459,3.01626,5.51377
3.26316,2.89798,2.94592,3.26316,3.0196,5.53526
3.27177,2.91957,2.97145,3.27177,3.02343,5.55685
3.28042,2.93368,2.99711,3.28042,3.03492,5.57856
3.28912,2.95504,3.02291,3.28912,3.04257,5.60039
3.29787,2.96698,3.04884,3.29787,3.04824,5.62233
3.30667,2.98534,3.07492,3.30667,3.04658,5.64439
3.31551,3.00452,3.10113,3.31551,3.05227,5.66657
3.3244,3.02267,3.12749,3.3244,3.06051,5.68887
3.33333,3.04215,3.15398,3.33333,3.06833,5.71129
3.34232,3.05517,3.18062,3.34232,3.07548,5.73382
3.35135,3.0666,3.20741,3.35135,3.08247,5.75648
3.36043,3.07961,3.23433,3.36043,3.08155,5.77927
3.36957,3.0972,3.26141,3.36957,3.08788,5.80217
3.37875,3.1102,3.28863,3.37875,3.09499,5.8252
3.38798,3.12813,3.316,3.38798,3.10494,5.84836
3.39726,3.13925,3.34352,3.39726,3.11411,5.87164
3.40659,3.1516,3.37119,3.40659,3.11965,5.89506
3.41598,3.16149,3.39902,3.41598,3.11853,5.9186
3.42541,3.18324,3.427,3.42541,3.12638,5.94227
3.4349,3.19111,3.45513,3.4349,3.13298,5.96607
3.44444,3.2057,3.48342,3.44444,3.1385,5.99
3.45404,3.2234,3.51186,3.45404,3.1534,6.01407
3.46369,3.21882,3.54047,3.46369,3.16662,6.03827
3.47339,3.23205,3.56924,3.47339,3.15756,6.06261
3.48315,3.24452,3.59816,3.48315,3.16685,6.08708
3.49296,3.26157,3.62726,3.49296,3.18415,6.11169
3.50282,3.272,3.65651,3.50282,3.18513,6.13645
3.51275,3.27709,3.68593,3.51275,3.18831,6.16134
3.52273,3.28599,3.71552,3.52273,3.20183,6.18637
3.53276,3.29825,3.74528,3.53276,3.21507,6.21155
3.54286,3.31204,3.7752,3.54286,3.20986,6.23686
3.55301,3.29457,3.8053,3.55301,3.22279,6.26233
3.56322,3.31134,3.83557,3.56322,3.22597,6.28794
3.57349,3.32093,3.86602,3.57349,3.23568,6.3137
3.58382,3.32408,3.89664,3.58382,3.24247,6.3396
3.5942,3.35502,3.92744,3.5942,3.24713,6.36566
3.60465,3.36317,3.95842,3.60465,3.24942,6.39187
3.61516,3.36067,3.98958,3.61516,3.27827,6.41823
3.62573,3.37928,4.02092,3.62573,3.26311,6.44475
3.63636,3.38236,4.05244,3.63636,3.27677,6.47142
3.64706,3.39394,4.08415,3.64706,3.28279,6.49825
3.65782,3.39242,4.11605,3.65782,3.29259,6.52523
3.66864,3.41647,4.14813,3.66864,3.28151,6.55238
3.67953,3.41698,4.18041,3.67953,3.31172,6.57969
3.69048,3.41086,4.21288,3.69048,3.31283,6.60716
3.70149,3.41522,4.24554,3.70149,3.30003,6.63479
3.71257,3.43155,4.2784,3.71257,3.3197,6.66259
3.72372,3.44842,4.31146,3.72372,3.34933,6.69056
3.73494,3.45592,4.34471,3.73494,3.35616,6.71869
3.74622,3.45545,4.37817,3.74622,3.3673,6.747
3.75758,3.46942,4.41182,3.75758,3.36263,6.77547
3.769,3.47479,4.44569,3.769,3.37791,6.80412
3.78049,3.46358,4.47976,3.78049,3.37103,6.83295
3.79205,3.49197,4.51403,3.79205,3.39244,6.86195
3.80368,3.47769,4.54852,3.80368,3.394,6.89113
3.81538,3.49392,4.58322,3.81538,3.39918,6.92048
3.82716,3.51113,4.61814,3.82716,3.4104,6.95002
3.83901,3.5009,4.65327,3.83901,3.41238,6.97974
3.85093,3.49805,4.68862,3.85093,3.4094,7.00965
3.86293,3.51284,4.72418,3.86293,3.44256,7.03974
3.875,3.52934,4.75998,3.875,3.43317,7.07003
3.88715,3.53719,4.79599,3.88715,3.45714,7.1005
3.89937,3.54023,4.83223,3.89937,3.46752,7.13116
3.91167,3.53992,4.86871,3.91167,3.47382,7.16201
3.92405,3.56775,4.90541,3.92405,3.47714,7.19307
3.93651,3.56533,4.94234,3.93651,3.48004,7.22431
3.94904,3.57477,4.97951,3.94904,3.47254,7.25576
3.96166,3.5881,5.01692,3.96166,3.49828,7.28741
3.97436,3.58906,5.05457,3.97436,3.51524,7.31926
3.98714,3.5819,5.09246,3.98714,3.52458,7.35132
4,3.60476,5.13059,4,3.5361,7.38358
4.01294,3.59725,5.16897,4.01294,3.54214,7.41605
4.02597,3.61235,5.2076,4.02597,3.54345,7.44873
4.03909,3.60757,5.24648,4.03909,3.57255,7.48163
4.05229,3.65129,5.28562,4.05229,3.57926,7.51474
4.06557,3.62368,5.32501,4.06557,3.59165,7.54807
4.07895,3.63466,5.36466,4.07895,3.59678,7.58161
4.09241,3.64329,5.40458,4.09241,3.60104,7.61538
4.10596,3.65622,5.44475,4.10596,3.62608,7.64937
4.1196,3.67392,5.4852,4.1196,3.61791,7.68359
4.13333,3.65456,5.52591,4.13333,3.6279,7.71804
4.14716,3.68506,5.5669,4.14716,3.63444,7.75271
4.16107,3.67673,5.60816,4.16107,3.64371,7.78762
4.17508,3.70361,5.6497,4.17508,3.67027,7.82277
4.18919,3.69228,5.69152,4.18919,3.67066,7.85815
4.20339,3.68633,5.73362,4.20339,3.68078,7.89377
4.21769,3.71262,5.77601,4.21769,3.70847,7.92963
4.23208,3.72256,5.81869,4.23208,3.70885,7.96574
4.24658,3.71149,5.86166,4.24658,3.69702,8.0021
4.26117,3.72457,5.90493,4.26117,3.72376,8.03871
4.27586,3.72769,5.9485,4.27586,3.73679,8.07556
4.29066,3.73002,5.99236,4.29066,3.74019,8.11268
4.30556,3.74254,6.03653,4.30556,3.75901,8.15005
4.32056,3.73677,6.08101,4.32056,3.7584,8.18768
4.33566,3.72269,6.1258,4.33566,3.75711,8.22557
4.35088,3.74885,6.17091,4.35088,3.77049,8.26373
4.3662,3.73628,6.21633,4.3662,3.75216,8.30216
4.38163,3.73106,6.26208,4.38163,3.76353,8.34086
4.39716,3.73124,6.30814,4.39716,3.79308,8.37984
4.41281,3.70774,6.35454,4.41281,3.77036,8.41909
4.42857,3.69404,6.40127,4.42857,3.76543,8.45863
4.44444,3.69866,6.44833,4.44444,3.77252,8.49844
4.46043,3.68053,6.49573,4.46043,3.75673,8.53855
4.47653,3.70175,6.54347,4.47653,3.77417,8.57894
4.49275,3.7133,6.59156,4.49275,3.78598,8.61962
4.50909,3.70637,6.64,4.50909,3.817,8.6606
4.52555,3.70842,6.68879,4.52555,3.83336,8.70188
4.54212,3.70117,6.73794,4.54212,3.81391,8.74347
4.55882,3.67412,6.78745,4.55882,3.81352,8.78536
4.57565,3.68764,6.83733,4.57565,3.82668,8.82755
4.59259,3.69628,6.88757,4.59259,3.83601,8.87006
4.60967,3.7072,6.93819,4.60967,3.85897,8.91289
4.62687,3.69457,6.98919,4.62687,3.84874,8.95603
4.64419,3.70372,7.04057,4.64419,3.86384,8.9995
4.66165,3.7101,7.09233,4.66165,3.86834,9.0433
4.67925,3.70339,7.14449,4.67925,3.88579,9.08743
4.69697,3.69733,7.19704,4.69697,3.87474,9.13189
4.71483,3.69385,7.24999,4.71483,3.91314,9.17669
4.73282,3.70545,7.30335,4.73282,3.92208,9.22183
4.75096,3.7101,7.35711,4.75096,3.93038,9.26731
4.76923,3.70196,7.41129,4.76923,3.93158,9.31315
4.78764,3.7095,7.46589,4.78764,3.9296,9.35934
4.8062,3.70895,7.52091,4.8062,3.94781,9.40589
4.8249,3.69607,7.57635,4.8249,3.94995,9.4528
4.84375,3.71623,7.63223,4.84375,3.97502,9.50008
4.86275,3.7225,7.68855,4.86275,3.98948,9.54772
4.88189,3.70008,7.74531,4.88189,3.97924,9.59575
4.90119,3.70854,7.80252,4.90119,4.0199,9.64415
4.92063,3.71448,7.86019,4.92063,4.01741,9.69294
4.94024,3.70615,7.91831,4.94024,4.02867,9.74211
4.96,3.70875,7.9769,4.96,4.03174,9.79168
4.97992,3.7055,8.03596,4.97992,4.02236,9.84165
5,3.70244,8.0955,5,4.03538,9.89202
5.02024,3.70026,8.15552,5.02024,4.05333,9.9428
5.04065,3.68941,8.21602,5.04065,4.06375,9.99399
5.06122,3.68084,8.27703,5.06122,4.04071,10.0456
5.08197,3.67868,8.33853,5.08197,4.04738,10.09763
5.10288,3.66692,8.40053,5.10288,4.04096,10.15009
5.12397,3.6569,8.46305,5.12397,4.03875,10.20298
5.14523,3.63922,8.52609,5.14523,4.03223,10.25632
5.16667,3.61106,8.58965,5.16667,4.0361,10.31009
5.18828,3.60923,8.65375,5.18828,4.00435,10.36432
5.21008,3.56479,8.71838,5.21008,3.98281,10.419
5.23207,3.53588,8.78356,5.23207,3.96607,10.47415
5.25424,3.51492,8.84929,5.25424,3.94102,10.52976
5.2766,3.43678,8.91558,5.2766,3.85327,10.58584
5.29915,3.40091,8.98244,5.29915,3.84922,10.64241
5.32189,3.393,9.04987,5.32189,3.84171,10.69946
5.34483,3.37966,9.11788,5.34483,3.82224,10.757
5.36797,3.36578,9.18648,5.36797,3.808,10.81504
5.3913,3.33959,9.25568,5.3913,3.7868,10.87358
5.41485,3.31538,9.32548,5.41485,3.757,10.93264
5.4386,3.30327,9.3959,5.4386,3.73543,10.99221
5.46256,3.28815,9.46693,5.46256,3.71521,11.05231
5.48673,3.28381,9.5386,5.48673,3.70151,11.11294
5.51111,3.26589,9.6109,5.51111,3.66195,11.17411
5.53571,3.24223,9.68384,5.53571,3.66525,11.23583
5.56054,3.22892,9.75745,5.56054,3.64807,11.2981
5.58559,3.21741,9.83171,5.58559,3.63055,11.36093
5.61086,3.17646,9.90664,5.61086,3.60931,11.42432
5.63636,3.16578,9.98226,5.63636,3.57968,11.4883
5.6621,3.10075,10.05857,5.6621,3.53816,11.55286
5.68807,3.0945,10.13558,5.68807,3.51034,11.61801
5.71429,3.08161,10.21329,5.71429,3.50361,11.68376
5.74074,3.04487,10.29173,5.74074,3.49551,11.75012
5.76744,2.97886,10.3709,5.76744,3.43833,11.8171
5.79439,2.97431,10.4508,5.79439,3.39927,11.88471
5.8216,2.93518,10.53146,5.8216,3.3615,11.95294
5.84906,2.87442,10.61288,5.84906,3.34353,12.02183
5.87678,2.8013,10.69507,5.87678,3.30091,12.09136
5.90476,2.78638,10.77804,5.90476,3.25794,12.16156
5.93301,2.75228,10.8618,5.93301,3.22718,12.23243
5.96154,2.70039,10.94638,5.96154,3.21038,12.30398
5.99034,2.64552,11.03176,5.99034,3.1477,12.37622
6.01942,2.62927,11.11798,6.01942,3.12998,12.44917
6.04878,2.60628,11.20504,6.04878,3.05583,12.52282
6.07843,2.63253,11.29295,6.07843,3.06325,12.5972
6.10837,2.54468,11.38173,6.10837,3.00864,12.67231
6.13861,2.44853,11.47139,6.13861,2.94815,12.74816
6.16915,2.48916,11.56194,6.16915,2.93108,12.82477
6.2,2.47886,11.65339,6.2,2.93092,12.90215
